"Country","Year","CountryCode","Region","IncomeGroup","Injuries","Communicable","NonCommunicable","Co2emissions","Treeloss","ExpansionSum","Meatsum","Forest_Tonsum","LifeExpectancy","Undernourishment"
"Cambodia",2011,"KHM","East Asia & Pacific","Lower middle income",533101.56,2180968.84,2739470.54,123964615.064943,196702.265879822,368412,210800,55418,67.043,9.68467150672571
"Cambodia",2012,"KHM","East Asia & Pacific","Lower middle income",520524.39,2070708.32,2793475.74,125521062.579085,206725.308397306,364596,199850,55822,67.48,9.48655311724078
"Cambodia",2013,"KHM","East Asia & Pacific","Lower middle income",528837.63,1986796.51,2844585.2,132648778.419582,208624.362563631,376541,199431.92,56231,67.888,9.39523675503563
"Cambodia",2014,"KHM","East Asia & Pacific","Lower middle income",523441.59,1909627.85,2906239.53,110610930.185891,179552.783082088,403348,204139.2,56645,68.273,9.23775439699031
"Cambodia",2015,"KHM","East Asia & Pacific","Lower middle income",522651.16,1843916.36,2970829.73,88105464.4073232,149087.458147448,400379,201607.9,57063,68.637,8.93605614972777
"Cambodia",2016,"KHM","East Asia & Pacific","Lower middle income",524862.16,1780182.65,3036171.35,113830234.127369,196172.298292656,410404,202136.9,57371,68.977,8.53911897467743
"Cameroon",2001,"CMR","Sub-Saharan Africa","Lower middle income",589962.64,9928803.53,2484149.63,19887496.6366457,42079.6216780061,441045,232026.22,344121,51.222,22.9781740126798
"Cameroon",2002,"CMR","Sub-Saharan Africa","Lower middle income",641882.39,10218244.26,2628193.11,15446559.626691,32781.5631445189,356380,230776.55,353082,51.536,20.7990954452758
"Cameroon",2003,"CMR","Sub-Saharan Africa","Lower middle income",673803.97,10527278.86,2727166.97,13626783.8001898,26471.0292025644,343849,233432.42,362278,51.908,19.3250570461078
"Cameroon",2004,"CMR","Sub-Saharan Africa","Lower middle income",680786.36,10759036.96,2811387.65,12236521.810905,25054.7000390766,332401,253188.84,371712,52.321,17.6521384593034
"Cameroon",2005,"CMR","Sub-Saharan Africa","Lower middle income",706338,10894276.03,2906555.32,13827119.7798284,27442.6892163493,443790,262717.72,381393,52.76,15.9352683995293
"Cameroon",2006,"CMR","Sub-Saharan Africa","Lower middle income",731705.92,10973089,3004029.9,20521945.1714021,45697.0925445019,449412,273315.22,390530,53.215,14.1088057935149
"Cameroon",2007,"CMR","Sub-Saharan Africa","Lower middle income",741309.26,11022110.27,3080169.1,26620064.8571548,57821.55124356,533065,280715.94,4e+05,53.681,12.6166039603322
"Cameroon",2008,"CMR","Sub-Saharan Africa","Lower middle income",753524.97,10959045.14,3171403.2,21023405.9534006,45003.6349904672,537122,304673.38,409500,54.153,11.1817492444287
"Cameroon",2009,"CMR","Sub-Saharan Africa","Lower middle income",771630.5,10826338.15,3292491.62,22322346.9841489,40730.6869389421,546566,299489.7,419275,54.627,8.81732496294483
"Cameroon",2010,"CMR","Sub-Saharan Africa","Lower middle income",810727.96,10651070.45,3427699.31,35285349.6365112,71933.648197518,539960,295263.8,429319,55.101,7.08035497404835
"Cameroon",2011,"CMR","Sub-Saharan Africa","Lower middle income",838416.29,10501727.96,3554344.44,16731284.9671422,31832.9453209701,552760,305996.38,438493,55.581,5.62321398942333
"Cameroon",2012,"CMR","Sub-Saharan Africa","Lower middle income",847966.27,10257029.46,3654241.25,30259173.5756448,57396.0181592288,572541,287981.4,447862,56.073,5.18062414327826
"Cameroon",2013,"CMR","Sub-Saharan Africa","Lower middle income",871207.01,10125119.15,3764509.61,52691177.8243526,98441.3650974205,631639,307748.62,457431,56.576,5.21253528302673
"Cameroon",2014,"CMR","Sub-Saharan Africa","Lower middle income",960420.26,9975235.58,3854031.9,112096198.599866,195288.338013021,667458,338788.4,467205,57.083,5.29768522789433
"Cameroon",2015,"CMR","Sub-Saharan Africa","Lower middle income",993628.09,9747538.12,3906695.46,49186853.866236,83742.2912501445,662365,373236.3,477188,57.583,5.41843530842222
"Cameroon",2016,"CMR","Sub-Saharan Africa","Lower middle income",972488.42,9324693.48,4022546.32,72827945.5889775,120534.666370922,675812,422640.62,485887,58.063,5.9066963590436
"Canada",2001,"CAN","North America","High income",818908.6,374249.31,6667095.01,440640846.363661,1418960.04767103,203640,4153401,72285000,79.3390243902439,2.49855619226696
"Canada",2002,"CAN","North America","High income",820102.01,375367.89,6743004.03,864478000.82114,2405314.26333988,222918,4301177.5,73736000,79.490243902439,2.50892684665845
"Canada",2003,"CAN","North America","High income",822755.13,382169.71,6818862.13,571610085.535963,1647684.04256428,240861,4232930,73821000,79.7414634146342,2.49272410354924
"Canada",2004,"CAN","North America","High income",822449.19,385772.09,6873943.59,943204160.724226,2782007.17015071,258388,4597690,75358000,79.8926829268293,2.49030795814015
"Canada",2005,"CAN","North America","High income",834411.4,396014.65,6949223.73,984108950.274063,3001914.00161853,255551,4593790,72168000,80.1926829268293,2.48994637631675
"Canada",2006,"CAN","North America","High income",835431.41,397678.47,7010586.05,867128109.198748,2494425.99675919,270165,4438880,67419000,80.3439024390244,2.48840018790843
"Canada",2007,"CAN","North America","High income",841423.64,405252.93,7124385.41,786932180.844198,2191578.83327732,257933,4429580,64896000,80.5439024390244,2.49528165619872
"Canada",2008,"CAN","North America","High income",847312.52,408878.58,7220010.16,735287123.236379,2022397.57611553,273169,4536970,59694000,80.6951219512195,2.49553951300662
"Canada",2009,"CAN","North America","High income",847215.82,409039.81,7292835.52,523429416.481042,1602831.44210755,264444,4445520,50969000,80.9951219512195,2.504724795667
"Canada",2010,"CAN","North America","High income",850899.83,411017.19,7358845.41,779499321.254126,2176229.95038791,283358,4440630,52521000,81.2463414634146,2.48779032600594
"Canada",2011,"CAN","North America","High income",848603.78,410613.02,7428503.05,901850703.475282,2236252.50271224,267628,4353612,50958000,81.4487804878049,2.5049456462032
"Canada",2012,"CAN","North America","High income",857974.4,413596.43,7543640.66,1127379072.81892,2663522.13829118,275783,4310854,48776000,81.6487804878049,2.49463849154187
"Canada",2013,"CAN","North America","High income",864454.58,417926.69,7649399.15,1123991032.43954,3032147.77656774,292901,4309031.5,50088000,81.7487804878049,2.49180481348526
"Canada",2014,"CAN","North America","High income",875884.89,419991.86,7786472.13,1107674621.65802,2834959.82834871,285353,4350312.5,48440000,81.8,2.50345038645016
"Canada",2015,"CAN","North America","High income",887780.23,422462.93,7899559.44,1207244734.3101,2840511.73615013,287350,4441226.5,48120000,81.9,2.49571340158423
"Canada",2016,"CAN","North America","High income",907554.56,424395.22,8078667.56,860918498.865407,2166046.80428479,279523,4605732.5,48423700,81.9,2.49456809851892
"Chad",2001,"TCD","Sub-Saharan Africa","Low income",428255.62,7738497.78,1490869.54,3231782.05281937,24495.52102581,404401,285301.75,319326,47.789,38.6544927649678
"Chad",2002,"TCD","Sub-Saharan Africa","Low income",436480.59,7912265.22,1529331.07,5079798.64951157,33063.8637075055,411697,301967.2,327905,47.9,37.5777252864822
"Chad",2003,"TCD","Sub-Saharan Africa","Low income",426747.34,8088451.1,1575091.13,1003477.60249047,6614.70526834308,470027,319618.12,336715,48.057,37.8643345333579
"Chad",2004,"TCD","Sub-Saharan Africa","Low income",440064.14,8169303.9,1605007.22,2515833.61662642,15705.0595042092,378264,338478.78,345762,48.27,37.2405521143802
"Chad",2005,"TCD","Sub-Saharan Africa","Low income",461705.69,8179869,1633792.09,1890879.23452023,11121.2819106092,462848,358162.34,355052,48.549,37.7275936682494
"Chad",2006,"TCD","Sub-Saharan Africa","Low income",624564.1,8200293.8,1685301.89,11563700.8879494,66426.3326757112,337032,378839.53,364077,48.907,38.3372147906721
"Chad",2007,"TCD","Sub-Saharan Africa","Low income",504505.32,8200558.98,1750405.74,3325401.32246524,18399.2122401531,352393,401640.34,373300,49.335,39.2489904507974
"Chad",2008,"TCD","Sub-Saharan Africa","Low income",550541.32,8239160.1,1800557.28,13152182.1567717,69242.1441868343,338839,426310.78,382800,49.82,39.9481362747469
"Chad",2009,"TCD","Sub-Saharan Africa","Low income",498366.08,8264334,1852401.46,5355885.33358964,27712.7746595031,321849,451055.72,392555,50.346,35.8495354107361
"Chad",2010,"TCD","Sub-Saharan Africa","Low income",506975.65,8262666.88,1910734.73,1043307.64950383,5157.76853462344,359747,477540.62,402534,50.89,31.4751885094129
"Chad",2011,"TCD","Sub-Saharan Africa","Low income",508571.08,8347816.19,1960084.81,3038992.37032017,14706.1329082144,426965,505672.62,412871,51.424,26.0707940433628
"Chad",2012,"TCD","Sub-Saharan Africa","Low income",516302.81,8341857.37,2012701.21,9437265.36553113,45062.3192444628,468712,535413.94,423473,51.928,25.3850690110112
"Chad",2013,"TCD","Sub-Saharan Africa","Low income",535850.59,8348645.12,2074392.68,11496592.0680744,53473.3732672096,390169,566836.2,434348,52.386,25.4857616413629
"Chad",2014,"TCD","Sub-Saharan Africa","Low income",543497.87,8362977.31,2123729.73,14312795.7597963,65099.9622338819,446533,600498.94,445502,52.789,26.9454008766773
"Chad",2015,"TCD","Sub-Saharan Africa","Low income",594022.47,8317417.06,2194597.11,9865022.59373457,43141.3732005234,391537,633775.56,456942,53.137,27.9146988775661
"Chad",2016,"TCD","Sub-Saharan Africa","Low income",566362.83,8354586.23,2256107.35,9991414.17739935,42623.1161008878,355814,664724.7,468053,53.438,28.5076591104179
"Chile",2001,"CHL","Latin America & Caribbean","High income",528317.32,339395.38,2826830.34,21122347.5281827,72821.3922890942,449216,1024909,6816311,76.634,3.38914253263652
"Chile",2002,"CHL","Latin America & Caribbean","High income",518229.08,311721.03,2864361.51,22499733.6084466,78244.7190105383,481745,1022210,7110104,76.894,3.21471327610271
"Chile",2003,"CHL","Latin America & Caribbean","High income",517251.28,303346.62,2930080.37,26142300.8022069,83075.1601550523,461685,1040675,7598897,77.146,3.20751841213963
"Chile",2004,"CHL","Latin America & Caribbean","High income",520268.66,304408.35,2979830.61,28299859.6302753,85947.3305098385,469307,1133944,8905690,77.391,3.21077356996189
"Chile",2005,"CHL","Latin America & Caribbean","High income",522744.09,296514.04,3000791.24,36330576.056228,107264.152801551,476863,1193262,8736483,77.63,3.08712061253361
"Chile",2006,"CHL","Latin America & Caribbean","High income",519250.6,294647,3027848.24,32799875.379295,92122.0176639297,508292,1345037,9299883,77.865,3.09753458943551
"Chile",2007,"CHL","Latin America & Caribbean","High income",516372.75,297566.44,3069732.77,44284690.5065074,121899.547397379,413290,1346031,11954300,78.099,3.11510334169925
"Chile",2008,"CHL","Latin America & Caribbean","High income",522250.6,295906.84,3086510.5,46494281.7924616,123302.925890203,455692,1399848,12652000,78.33,3.41613793996944
"Chile",2009,"CHL","Latin America & Caribbean","High income",527775.46,305782.84,3162679.85,33440622.9548613,88704.2025553668,491428,1351299,12625092,78.558,3.49668095252456
"Chile",2010,"CHL","Latin America & Caribbean","High income",550065.92,301674.32,3216236.06,34555005.3152631,91682.7621400035,512913,1326708,10955498,78.779,3.39719242644267
"Chile",2011,"CHL","Latin America & Caribbean","High income",512645.84,302734.23,3251142.12,36728088.5448268,99691.0193081432,641419,1395039.2,12635848,78.986,3.30541801196398
"Chile",2012,"CHL","Latin America & Caribbean","High income",503015.03,300146.24,3296844.44,60896246.1668471,175759.950483624,590088,1474759,12917200,79.176,3.09505032068411
"Chile",2013,"CHL","Latin America & Caribbean","High income",501882.49,301047.21,3354244.48,41885324.3924584,105132.977961055,567974,1454051.2,13084553,79.349,3.09094826906076
"Chile",2014,"CHL","Latin America & Caribbean","High income",505420.69,305106.81,3399687.35,55444872.5409999,123553.100952672,542470,1431259.8,13218409,79.504,3.00090349266154
"Chile",2015,"CHL","Latin America & Caribbean","High income",515692.98,297241.91,3454934.73,51773580.8916335,110003.493903467,550231,1482547.6,13078666,79.646,3.09829668084725
"Chile",2016,"CHL","Latin America & Caribbean","High income",505648.64,291300.96,3491639.52,59271034.9395826,119002.87231138,574087,1498623.2,13052018,79.779,3.11310143641455
"Colombia",2001,"COL","Latin America & Caribbean","Upper middle income",3298510.11,2290325.34,6106138.78,112785330.161835,231665.466469527,578695,1414544,2554000,73.241,8.67061923469072
"Colombia",2002,"COL","Latin America & Caribbean","Upper middle income",3705299.03,2237465.47,6464896.05,96219045.0172607,183204.414119052,598365,1452501.9,2767000,73.517,9.14174875216028
"Colombia",2003,"COL","Latin America & Caribbean","Upper middle income",2843102.26,2178696.39,6457997.14,59578309.6079253,123496.60279446,615088,1462908.8,3420000,73.777,9.8008389516025
"Colombia",2004,"COL","Latin America & Caribbean","Upper middle income",2754915.9,2109556.86,6558196.58,131545977.803204,255439.612587251,607771,1573777.2,3452210,74.026,10.5725185729982
"Colombia",2005,"COL","Latin America & Caribbean","Upper middle income",2538197.77,2048504.66,6570975.45,98631792.7636791,189902.357821105,611708,1698816.8,3437000,74.265,11.248235873657
"Colombia",2006,"COL","Latin America & Caribbean","Upper middle income",2485586.81,1990757.49,6715773.67,97774205.9879164,191216.273557206,593800,1839797.6,3618000,74.5,11.3914720156199
"Colombia",2007,"COL","Latin America & Caribbean","Upper middle income",2386381.59,1921516,6732398.97,143728816.388185,270783.80524965,613311,1972223.8,4190000,74.732,10.9913767552007
"Colombia",2008,"COL","Latin America & Caribbean","Upper middle income",2365463.5,1836358.28,6847626.79,126101381.571985,233180.281606022,625133,2110648.8,4241143,74.962,11.2830736113583
"Colombia",2009,"COL","Latin America & Caribbean","Upper middle income",2410733.07,1791204.73,7017879.98,125727179.964577,239549.383711949,625190,2010429.2,4372200,75.193,12.0878614321733
"Colombia",2010,"COL","Latin America & Caribbean","Upper middle income",2358413.49,1719543.35,7082340.16,109840804.279634,198104.567898052,628566,2038561,4621906,75.424,12.9263331558844
"Colombia",2011,"COL","Latin America & Caribbean","Upper middle income",2247301.64,1610981.22,7059412.34,106303337.94394,190753.88529416,616184,2122113.8,4639481,75.655,12.3276711293615
"Colombia",2012,"COL","Latin America & Caribbean","Upper middle income",2176554.62,1570657.61,7161912.66,125860045.171671,229766.217068609,625812,2306902.5,4756282,75.882,10.7090051366397
"Colombia",2013,"COL","Latin America & Caribbean","Upper middle income",2104774.22,1547554.23,7249130.14,79281685.2475453,140908.21906021,622313,2384530.2,4752685,76.105,8.92965150585408
"Colombia",2014,"COL","Latin America & Caribbean","Upper middle income",2007407.83,1501732.1,7351939.2,114305556.614023,205806.662169317,656316,2469403,4259246,76.322,7.53741030093456
"Colombia",2015,"COL","Latin America & Caribbean","Upper middle income",1994453.54,1481026.09,7520023.09,80339616.6962194,143342.834915157,624859,2595050,4328517,76.531,6.50318793301042
"Colombia",2016,"COL","Latin America & Caribbean","Upper middle income",2027639.76,1403918.21,7688695.06,169155654.515688,296316.119994147,632875,2638060.8,3980720,76.732,5.98936801203316
"Costa Rica",2001,"CRI","Latin America & Caribbean","Upper middle income",111737.67,105977.38,589944.74,6988380.44073518,15579.3373793591,670179,187397.34,70291,77.601,4.68126963114839
"Costa Rica",2002,"CRI","Latin America & Caribbean","Upper middle income",114123.62,102451.22,596359.49,6184853.01475018,13409.8069798067,619445,181291.45,70498,77.74,4.97972894586933
"Costa Rica",2003,"CRI","Latin America & Caribbean","Upper middle income",116495.68,99531.29,610710.03,4154141.74475558,8317.64866120941,645462,181943.81,70710,77.871,5.22392428588452
"Costa Rica",2004,"CRI","Latin America & Caribbean","Upper middle income",118310.83,95750.6,625892.29,4456269.5561939,9882.90106969923,641617,192668.34,70900,77.996,4.99546248957468
"Costa Rica",2005,"CRI","Latin America & Caribbean","Upper middle income",114095.97,93285.96,622002.47,7708197.22753713,16797.8588993385,502816,211023.75,71100,78.117,4.4084443205382
"Costa Rica",2006,"CRI","Latin America & Caribbean","Upper middle income",121487.06,95011.04,649598.26,5135351.51021045,10133.5792981807,586795,214575.73,89300,78.239,3.90634271033623
"Costa Rica",2007,"CRI","Latin America & Caribbean","Upper middle income",115360.52,92990.26,634773.72,5829061.96446517,11537.3441973765,621083,239536.75,89800,78.362,3.81011366769818
"Costa Rica",2008,"CRI","Latin America & Caribbean","Upper middle income",119663.22,91336.9,654683.52,11004117.7773324,22099.8555755254,717734,244590.48,89800,78.491,3.88345362880369
"Costa Rica",2009,"CRI","Latin America & Caribbean","Upper middle income",119780.88,87854.72,665674.75,11919872.7829881,22623.0375296512,688189,255042.5,89999,78.626,4.31331280454254
"Costa Rica",2010,"CRI","Latin America & Caribbean","Upper middle income",131821.1,93146.07,712371.8,6890780.10802779,13241.0992330577,690362,259970.92,96223,78.769,4.58980959124126
"Costa Rica",2011,"CRI","Latin America & Caribbean","Upper middle income",127156.28,91471.86,712788.12,5590395.82843778,10580.5961042504,710399,258345.97,146424,78.919,5.00547979642695
"Costa Rica",2012,"CRI","Latin America & Caribbean","Upper middle income",128123.97,92145.71,725058.26,5686584.99396551,10465.1781413859,698251,255111,201629,79.074,5.00689829201182
"Costa Rica",2013,"CRI","Latin America & Caribbean","Upper middle income",128751.26,90382.9,740594.32,4419333.95949242,7985.4258563947,682695,258868,201837,79.234,4.90109524271148
"Costa Rica",2014,"CRI","Latin America & Caribbean","Upper middle income",132020.05,90641.58,753753.66,6265784.87215075,11343.7154892603,721234,267223.16,810172,79.398,4.69837987354924
"Costa Rica",2015,"CRI","Latin America & Caribbean","Upper middle income",141995.06,89679.89,777667.29,1909933.27072432,3371.43167198077,745003,264381.53,787650,79.565,4.09487115040003
"Costa Rica",2016,"CRI","Latin America & Caribbean","Upper middle income",152550.72,90956.71,809024.14,7819591.37988226,14113.4550336689,737113,261904.4,788151,79.738,3.58692918198786
"Croatia",2001,"HRV","Europe & Central Asia","High income",191136.56,72998.69,1337533.5,1131904.76802112,3548.0344549737,266016,125458,1066900,74.5129268292683,6.79183348136242
"Croatia",2002,"HRV","Europe & Central Asia","High income",188038.8,71689.86,1340066.43,802491.524931178,2495.872155297,291463,137496.98,1046200,74.7173170731707,4.62121091865753
"Croatia",2003,"HRV","Europe & Central Asia","High income",187047.51,70023.26,1352135.03,635212.62709848,1911.97265000851,188940,143597.44,1034400,74.6139024390244,3.69157692076357
"Croatia",2004,"HRV","Europe & Central Asia","High income",181246.61,68105.46,1321222.84,2456598.17279591,7176.8206694439,324999,165378.9,1022400,75.520243902439,3.11006673711259
"Croatia",2005,"HRV","Europe & Central Asia","High income",181964.7,66291.05,1335866.29,1149673.21478129,2821.30627225245,309772,188885.6,1266400,75.2446341463415,2.50733860685126
"Croatia",2006,"HRV","Europe & Central Asia","High income",178363.81,62540.58,1318152.79,914261.829964887,2303.19099938309,329359,190226.02,1235400,75.8368292682927,2.50154232212103
"Croatia",2007,"HRV","Europe & Central Asia","High income",179945.4,60120.34,1335198.69,1324223.0049291,3421.07043658465,315998,205198.45,1188400,75.7056097560976,2.49782257669722
"Croatia",2008,"HRV","Europe & Central Asia","High income",179791.1,57121.5,1348905.35,1607655.59067332,4095.07876346736,370037,200568.69,1167400,75.9121951219512,2.50902378564352
"Croatia",2009,"HRV","Europe & Central Asia","High income",173146.96,54675.01,1318120.05,1233255.53105531,3052.59506412072,369275,208708.38,1137400,76.1682926829268,2.50594296669181
"Croatia",2010,"HRV","Europe & Central Asia","High income",168923.68,50766.49,1310874.84,1578160.35423718,3573.39706681857,326052,216210.1,1218400,76.4756097560976,2.48799711648279
"Croatia",2011,"HRV","Europe & Central Asia","High income",166065.31,48526.9,1299407.29,1261924.16361492,3078.12989392218,320019,217435.98,1179400,76.7756097560976,2.50548859854019
"Croatia",2012,"HRV","Europe & Central Asia","High income",164765.12,46630.16,1295921.42,2176012.72786583,5182.12016518955,298299,245468.8,1272473,76.9243902439024,2.5109196657537
"Croatia",2013,"HRV","Europe & Central Asia","High income",159681.94,45804.62,1270814.71,1387131.98673796,3131.64913388517,346440,220024.69,902246,77.1268292682927,2.51226027686649
"Croatia",2014,"HRV","Europe & Central Asia","High income",157805.96,45068.2,1278720.3,2210490.45572742,4650.61111526458,306518,206542.69,846918,77.4780487804878,2.50086675368891
"Croatia",2015,"HRV","Europe & Central Asia","High income",158573.78,45421.24,1308910.32,1149594.39249081,2882.9282355394,351039,205764.58,907682,77.2756097560976,2.50882801609486
"Croatia",2016,"HRV","Europe & Central Asia","High income",154950.18,44544.64,1262923.99,2588464.19698524,5623.02282680461,406452,213615.12,1028927,78.0219512195122,2.51231188268711
"Cyprus",2001,"CYP","Europe & Central Asia","High income",27840.44,11278.33,197749.38,23439.6608432323,89.8488293506142,231168,101105,13000,78.139,5.10320370517743
"Cyprus",2002,"CYP","Europe & Central Asia","High income",27941.92,11030.92,200501.06,9030.48922081639,39.983688235306,281707,104384,14000,78.264,5.70308723738369
"Cyprus",2003,"CYP","Europe & Central Asia","High income",27480.54,10872.12,203214.75,7390.97877590639,32.5884368242556,251120,101273,14000,78.385,6.09998481096725
"Cyprus",2004,"CYP","Europe & Central Asia","High income",27841.12,10780.86,207558.98,26035.84411055,101.88252579587,258032,100696,16300,78.506,6.90387098644457
"Cyprus",2005,"CYP","Europe & Central Asia","High income",29343.02,10822.5,213014.06,12425.5381405192,52.7291674346615,263935,100601,18400,78.63,7.57176307152972
"Cyprus",2006,"CYP","Europe & Central Asia","High income",27704.72,10722.69,218437,18535.1788911707,74.895472798546,311154,91816,18860,78.764,7.46765806107183
"Cyprus",2007,"CYP","Europe & Central Asia","High income",27914.24,10669.77,223212.17,257310.780735668,836.266406786944,267479,96018,27295,78.91,6.8660096748357
"Cyprus",2008,"CYP","Europe & Central Asia","High income",27402.6,10652.64,225320.45,37630.1041211205,141.869261594501,230003,101164,27260,79.071,6.37357188900503
"Cyprus",2009,"CYP","Europe & Central Asia","High income",27004.25,10665.48,228031.14,24213.9907205219,84.7393734190972,251857,96524,29585,79.245,4.70098655097982
"Cyprus",2010,"CYP","Europe & Central Asia","High income",26183.58,10625.94,230258.71,23844.4803838697,88.750701991059,216829,95847,46162,79.43,2.99182837877195
"Cyprus",2011,"CYP","Europe & Central Asia","High income",26316.51,10607.68,232357.14,42026.0950109801,137.790857197261,271337,93812,44197,79.621,2.50533365509574
"Cyprus",2012,"CYP","Europe & Central Asia","High income",25532.45,10669.63,235738.5,20530.164606042,79.9886146609201,207470,89697,44716,79.812,2.51187197470276
"Cyprus",2013,"CYP","Europe & Central Asia","High income",25786.82,10643.84,240745.97,12636.4647042439,55.5052984858941,234268,82059,46166,79.999,2.49323623596593
"Cyprus",2014,"CYP","Europe & Central Asia","High income",26119.36,10884.31,246909.13,29526.7382537317,116.908998028971,241359,75414,42800,80.178,2.50739700300084
"Cyprus",2015,"CYP","Europe & Central Asia","High income",26397.31,11185.33,252801.19,13216.0779457777,39.8461671727648,232119,79466.79,43796,80.35,2.49669899634347
"Cyprus",2016,"CYP","Europe & Central Asia","High income",26960.02,11359.66,256909.36,170309.098546899,718.580560141194,239542,79210.74,45910,80.513,2.50868467983271
"Denmark",2001,"DNK","Europe & Central Asia","High income",147748.82,69511.12,1523352.52,1046437.6751452,4394.80775658392,477387,2090981.5,1103000,76.7926829268293,2.49812038032312
"Denmark",2002,"DNK","Europe & Central Asia","High income",144992.24,71415.95,1522892.43,294645.135974401,1221.1416997364,469411,2135645.2,1094456,76.8951219512195,2.51069898558251
"Denmark",2003,"DNK","Europe & Central Asia","High income",141177.22,73593.94,1509079.49,389574.073341498,1597.64024791961,461959,2114041,1122662,77.1439024390244,2.49387165110122
"Denmark",2004,"DNK","Europe & Central Asia","High income",136977.38,73840.95,1494050.34,637758.546443929,2435.56642085093,468821,2157658,1234086,77.4926829268293,2.49466627209717
"Denmark",2005,"DNK","Europe & Central Asia","High income",132813.09,73621.14,1477458.19,2500019.44017016,9089.2652222446,466428,2121868,1280248,77.8439024390244,2.5078166222692
"Denmark",2006,"DNK","Europe & Central Asia","High income",130615.24,73067.66,1479190.31,1483840.27425453,5237.81610708793,422606,2053950,1693834,78.0951219512195,2.50306097819387
"Denmark",2007,"DNK","Europe & Central Asia","High income",129753.19,74762.76,1479156.4,1286940.13866047,4406.40620249518,451257,2110778.5,1464758,78.1951219512195,2.5097279081978
"Denmark",2008,"DNK","Europe & Central Asia","High income",127265.2,74767.94,1469879.78,1834852.11823423,6088.36155534938,494977,2018240,1641511,78.4463414634146,2.48846195166269
"Denmark",2009,"DNK","Europe & Central Asia","High income",123016.86,74563.22,1467776.06,2052896.86841108,6683.53383677916,496234,1888236.6,1695172,78.5975609756098,2.50873458198899
"Denmark",2010,"DNK","Europe & Central Asia","High income",119178.93,74074.82,1459483,1418654.04278478,4449.12686535787,467044,1993436.9,1628290,79.1,2.51135876144863
"Denmark",2011,"DNK","Europe & Central Asia","High income",116817.14,72677.14,1442636.22,1025527.29589463,3141.20160230259,506265,2048917.9,1700050,79.8,2.50044370103315
"Denmark",2012,"DNK","Europe & Central Asia","High income",114101.92,72074.12,1436730.83,1501201.03966379,4485.84646229529,553220,1989131.1,1818802,80.0512195121951,2.49494057537318
"Denmark",2013,"DNK","Europe & Central Asia","High income",112636.77,72050.86,1434026.1,674099.074547178,2052.94474992519,547865,1891283.2,1724690,80.3,2.49597716267553
"Denmark",2014,"DNK","Europe & Central Asia","High income",112363.06,71563.21,1430545.73,1835192.04893423,5417.25327408363,581205,1884947.9,1734690,80.7,2.49833169575804
"Denmark",2015,"DNK","Europe & Central Asia","High income",112427.33,71435.01,1434723.45,910373.253741644,2648.18041620231,563543,1871928.9,1107880,80.7024390243902,2.48840911402289
"Denmark",2016,"DNK","Europe & Central Asia","High income",115145.74,71674.47,1451897.79,1653186.71469107,4779.17956543126,573695,1868369.5,1067880,80.8536585365854,2.50594663079891
"Dominica",2001,"DMA","Latin America & Caribbean","Upper middle income",2397.25,3636.2,17708.87,12998.9618403478,22.9412280379069,483987,1364.4,247,NA,3.70689147775806
"Dominica",2002,"DMA","Latin America & Caribbean","Upper middle income",2404.68,3532.88,17791.66,6565.89037264434,11.8747080399072,485602,1364.4,246,76.5975609756098,4.11779513261609
"Dominica",2003,"DMA","Latin America & Caribbean","Upper middle income",2521.29,3469.45,17874.76,15105.2183733514,27.3871934785254,473980,1364.4,245,NA,4.7121696510367
"Dominica",2004,"DMA","Latin America & Caribbean","Upper middle income",2522.65,3387.49,17786.09,43897.339778318,79.4293054551123,483116,1364.4,244,NA,4.98670769668121
"Dominica",2005,"DMA","Latin America & Caribbean","Upper middle income",2451.31,3263.56,17698.11,29184.1263722492,52.3231526148546,481828,1364.4,243,NA,5.38601574802786
"Dominica",2006,"DMA","Latin America & Caribbean","Upper middle income",2445.73,3217.22,17771.58,14218.8708447802,25.382701624082,477645,1365.1,243,NA,5.01959093309619
"Dominica",2007,"DMA","Latin America & Caribbean","Upper middle income",2690.85,3172.26,17834.41,22372.9918043763,40.3000014091184,469236,1365.1,243,NA,4.59270191294475
"Dominica",2008,"DMA","Latin America & Caribbean","Upper middle income",2422.04,3129.77,17859.05,51197.158973745,93.7448432435053,468963,1365.1,243,NA,4.09394881570545
"Dominica",2009,"DMA","Latin America & Caribbean","Upper middle income",2431.16,3132.34,17960.66,42290.4357300928,73.9287619188238,469242,1365.1,243,NA,4.49415434092212
"Dominica",2010,"DMA","Latin America & Caribbean","Upper middle income",2585.3,3154.59,18147.05,52405.0343368369,92.1203673105566,460079,1365.1,243,NA,4.81704259834783
"Dominica",2011,"DMA","Latin America & Caribbean","Upper middle income",2405.09,3155.81,18369.6,25744.830243325,44.5373554996409,481625,1383.8,241,NA,5.20873362262033
"Dominica",2012,"DMA","Latin America & Caribbean","Upper middle income",2294.02,3168.64,18601.73,83623.6013001524,145.02063589679,513268,1422.37,239,NA,5.39002471067163
"Dominica",2013,"DMA","Latin America & Caribbean","Upper middle income",2297.12,3182.78,18815.03,11815.4155287364,22.2671178360249,499569,1414.61,238,NA,5.49839123938017
"Dominica",2014,"DMA","Latin America & Caribbean","Upper middle income",2277.98,3255.87,18994.08,6676.72806782215,12.3933508021441,492280,1406.12,236,NA,5.29339930649852
